Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées
20116;Haies - Réunion;OUI;22;12;10;7;3;OUI;OUI;2020-03-29T18:30:59+02:00;48.8538689677,2.40242616224;Paris;
15002;Maine - Antoine Bourdelle;OUI;17;2;15;1;14;OUI;OUI;2020-03-29T18:38:12+02:00;48.8430853175,2.32026394678;Paris;
15040;Saint-Amand - Labrouste;OUI;36;21;15;10;5;OUI;OUI;2020-03-29T18:32:26+02:00;48.8340972748,2.30876773596;Paris;
33019;Madeleine Vionnet;NON;0;0;0;0;0;NON;NON;2019-10-10T11:14:22+02:00;48.9028247996,2.37416128352;Aubervilliers;
12108;Bercy;OUI;66;31;35;26;9;OUI;OUI;2020-03-29T18:37:20+02:00;48.839966915,2.3788625747;Paris;
21108;Mairie de Clichy;OUI;51;37;14;5;9;OUI;OUI;2020-03-29T18:38:05+02:00;48.9036536347,2.30593532324;Clichy;
23008;Hôtel de Ville de Levallois Perret;OUI;26;21;5;3;2;OUI;OUI;2020-03-29T18:36:16+02:00;48.89314452,2.28888183832;Levallois-Perret;
8105;François 1er - Lincoln;OUI;31;16;15;9;6;OUI;OUI;2020-03-29T18:36:13+02:00;48.8695179793,2.30242621884;Paris;
17104;Jardin Marguerite Long;OUI;22;13;9;6;3;OUI;OUI;2020-03-29T18:37:49+02:00;48.8816985774,2.28365756571;Paris;
21017;Place Marcel Sembat;OUI;56;36;19;16;3;OUI;OUI;2020-03-29T18:37:49+02:00;48.8332886503,2.24417477846;Boulogne-Billancourt;
8032;Matignon - Faubourg Saint-Honoré;OUI;36;24;12;8;4;OUI;OUI;2020-03-29T18:32:45+02:00;48.8714785912,2.31397792697;Paris;
20004;Commandant l'Herminier - Gallieni;OUI;17;13;4;2;2;OUI;OUI;2020-03-29T18:33:44+02:00;48.8470405526,2.41604536772;Paris;
12125;Pyramide - Parc Floral;OUI;50;39;11;11;0;OUI;OUI;2020-03-29T18:37:14+02:00;48.837442,2.440452;Paris;
17001;Guy Môquet - Saint-Ouen;OUI;53;43;10;6;4;OUI;OUI;2020-03-29T18:31:25+02:00;48.892777719,2.32703357935;Paris;
12006;Gare de Lyon - Van Gogh;OUI;51;21;30;19;11;OUI;OUI;2020-03-29T18:35:16+02:00;48.8438397856,2.37044502404;Paris;
8004;Malesherbes - Place de la Madeleine;OUI;67;54;13;11;2;OUI;OUI;2020-03-29T18:36:49+02:00;48.8704060285,2.32324350981;Paris;
13048;Wurtz - Tolbiac;OUI;28;15;10;5;5;OUI;OUI;2020-03-29T18:38:02+02:00;48.8263119562,2.34458595514;Paris;
19034;Porte de Pantin - Petits Ponts;OUI;52;48;0;0;0;NON;NON;2019-06-06T09:56:04+02:00;48.8904108624,2.39819392562;Paris;
17033;Carnot - Général Lanrezac;OUI;33;33;0;0;0;NON;NON;2020-03-29T18:32:33+02:00;48.8754438707,2.2938242935;Paris;
42003;Place de l'Insurrection d'Août 1944;OUI;30;19;11;9;2;OUI;OUI;2020-03-29T18:37:04+02:00;48.8147785275,2.39807456732;Ivry-sur-Seine;
13033;Porte d'Italie;OUI;13;11;2;0;2;OUI;OUI;2020-03-29T18:33:31+02:00;48.8171619877,2.36023630947;Paris;
4001;Arcole - Notre-Dame;OUI;31;1;30;24;6;OUI;OUI;2020-03-29T18:34:03+02:00;48.8538835413,2.3493797332;Paris;
31007;Paris - Désiré Préaux;OUI;49;36;13;9;4;OUI;OUI;2020-03-29T18:36:55+02:00;48.8574287669,2.43230491877;Montreuil;
15071;Suffren - Champ de Mars;OUI;23;21;2;1;1;OUI;OUI;2020-03-29T18:29:10+02:00;48.8547194,2.2952168;Paris;
32601;Porte des Lilas - Faidherbe;OUI;39;34;5;2;3;OUI;OUI;2020-03-29T18:26:11+02:00;48.8786185567,2.41203278303;Les Lilas;
33016;Fort d'Aubervilliers;OUI;22;18;4;1;3;OUI;OUI;2020-03-29T18:36:37+02:00;48.9150238237,2.4035281688;Aubervilliers;
9006;Dunkerque - Trudaine;OUI;16;12;4;1;3;OUI;OUI;2020-03-29T18:36:36+02:00;48.8821516677,2.34632536769;Paris;
9011;Geoffroy - Marie;OUI;20;10;10;6;4;OUI;OUI;2020-03-29T18:38:13+02:00;48.8737819406,2.34451387634;Paris;
16105;Crevaux - Bugeaud;OUI;31;26;5;4;1;OUI;OUI;2020-03-29T18:32:11+02:00;48.8708094287,2.28114900769;Paris;
3008;Perle - Vieille du Temple;OUI;36;27;9;5;4;OUI;OUI;2020-03-29T18:32:36+02:00;48.8601346,2.3611206;Paris;
45002;Roger Salengro - Général de Gaulle;OUI;27;21;6;2;4;OUI;OUI;2020-03-29T18:36:40+02:00;48.8200290104,2.48467605561;Champigny-sur-Marne;
14103;Maine - Liancourt;OUI;27;25;2;0;2;OUI;OUI;2020-03-29T18:37:41+02:00;48.835064364,2.32373144997;Paris;
20024;Gambetta - Père Lachaise;OUI;29;24;5;1;4;OUI;OUI;2020-03-29T18:36:36+02:00;48.8642956962,2.39822866728;Paris;
19129;Solitaires - Place des Fêtes;OUI;29;24;5;0;5;OUI;OUI;2020-03-29T18:37:56+02:00;48.876601,2.391769;Paris;
2004;Square Pierre Lazareff;OUI;17;12;4;2;2;OUI;OUI;2020-03-29T18:30:29+02:00;48.8671417207,2.34839335084;Paris;
1017;Saint-Honoré - 29 juillet;OUI;20;1;19;16;3;OUI;OUI;2020-03-29T18:37:19+02:00;48.8655711428,2.33056741758;Paris;
22506;Gare des Vallées;OUI;20;12;8;1;7;OUI;OUI;2020-03-29T18:36:30+02:00;48.913179,2.257726;La Garenne-Colombes;
23042;André Theuriet - Blagis;NON;0;0;0;0;0;NON;NON;2019-03-21T11:06:13+01:00;48.779855011,2.31302890991;Bourg-la-Reine;
12016;Saint-Mande - Picpus;OUI;35;10;25;20;5;OUI;OUI;2020-03-29T18:31:43+02:00;48.8451277283,2.40156862965;Paris;
21022;Dôme - République;OUI;25;17;8;5;3;OUI;OUI;2020-03-29T18:34:51+02:00;48.832681,2.250257;Boulogne-Billancourt;
8046;Marceau - Président Wilson;OUI;32;9;23;16;7;OUI;OUI;2020-03-29T18:38:06+02:00;48.8652359,2.3002513;Paris;
19007;Flandre - Ourcq;OUI;30;20;10;7;3;OUI;OUI;2020-03-29T18:32:34+02:00;48.8926015919,2.37909156829;Paris;
16107;Benjamin Godard - Victor Hugo;OUI;35;24;11;2;9;OUI;OUI;2020-03-29T18:34:54+02:00;48.865983,2.275725;Paris;
5110;Lacépède - Monge;OUI;23;21;2;0;2;OUI;OUI;2020-03-29T18:35:15+02:00;48.8438928653,2.35196638852;Paris;
7001;Invalides - Duroc;OUI;29;22;7;7;0;OUI;OUI;2020-03-29T18:34:12+02:00;48.8477924733,2.31619209051;Paris;
17048;De Toqueville - Terrasse;OUI;30;25;5;1;4;OUI;OUI;2020-03-29T18:37:29+02:00;48.882428,2.314002;Paris;
16118;Michel-Ange - Parent de Rosan;OUI;26;16;10;8;2;OUI;OUI;2020-03-29T18:38:15+02:00;48.8405799237,2.25841194391;Paris;
14036;Boulard - Daguerre;OUI;45;41;4;2;2;OUI;OUI;2020-03-29T18:36:39+02:00;48.8344236783,2.32945896685;Paris;
7004;Raspail - Varenne;OUI;18;15;3;3;0;OUI;OUI;2020-03-29T18:37:38+02:00;48.8531478165,2.32639051974;Paris;
41303;Gare de Nogent-le-Perreux;OUI;32;10;22;7;15;OUI;OUI;2020-03-29T18:35:09+02:00;48.8384255335,2.49369330704;Nogent-sur-Marne;
9001;Bellefond - Poissonnière;OUI;17;8;8;2;6;OUI;OUI;2020-03-29T18:31:17+02:00;48.8775989705,2.34846375883;Paris;
7018;Ségur - d'Estrées;OUI;19;14;5;2;3;OUI;OUI;2020-03-29T18:36:33+02:00;48.851419979,2.30970449746;Paris;
22409;Henri Barbusse - Stalingrad;OUI;16;12;4;1;3;OUI;OUI;2020-03-29T18:32:59+02:00;48.8145807102,2.28753000498;Malakoff;
10025;Jemmapes - Ecluses Saint-Martin;OUI;15;6;9;3;6;OUI;OUI;2020-03-29T18:31:40+02:00;48.8774851919,2.36600674689;Paris;
18107;Chartres - La Charbonnière;OUI;34;24;10;8;2;OUI;OUI;2020-03-29T18:38:12+02:00;48.8847601,2.3534657;Paris;
15067;Desaix - Edgar Faure;OUI;12;9;3;2;1;OUI;OUI;2020-03-29T18:37:18+02:00;48.8528046049,2.29307702986;Paris;
12128;Pyramide - Ecole du Breuil;OUI;34;23;11;8;3;OUI;OUI;2020-03-29T18:31:07+02:00;48.8223797715,2.45868712664;Paris;
42706;Redoute - Pierre de Coubertin;NON;0;0;0;0;0;NON;NON;2020-02-04T10:51:05+01:00;48.8146570818,2.36120063106;Le Kremlin-Bicêtre;
31008;François Debergue - Croix de Chavaux;OUI;57;52;5;3;2;OUI;OUI;2020-03-29T18:35:10+02:00;48.8574217081,2.43757814169;Montreuil;
31016;Lucie Aubrac - Franklin;OUI;36;34;2;0;2;OUI;OUI;2020-03-29T18:31:51+02:00;48.8622391601,2.44358628988;Montreuil;
17105;Place Madeleine Daniélou;OUI;42;29;13;11;2;OUI;OUI;2020-03-29T18:28:47+02:00;48.883498,2.282015;Paris;
41601;Général De Gaulle - Alouette;OUI;26;12;14;3;11;OUI;OUI;2020-03-29T18:36:57+02:00;48.839109,2.4175664;Saint-Mandé;
14136;Auguste Cain - Jean Moulin;OUI;40;29;11;8;3;OUI;OUI;2020-03-29T18:37:54+02:00;48.8257702893,2.32104152441;Paris;
18012;Stephenson - Doudeauville;OUI;36;32;4;2;2;OUI;OUI;2020-03-29T18:36:15+02:00;48.8885370489,2.35616102815;Paris;
13049;Vincent Auriol - Louise Weiss;OUI;22;17;5;2;3;OUI;OUI;2020-03-29T18:37:59+02:00;48.8340019355,2.37038880587;Paris;
20043;Charonne - Avron;OUI;27;20;7;7;0;OUI;OUI;2020-03-29T18:31:14+02:00;48.8516026652,2.39840304704;Paris;
12030;Charenton - Wattignies;OUI;33;8;25;19;6;OUI;OUI;2020-03-29T18:38:17+02:00;48.8366757964,2.39179585556;Paris;
23701;Parvis Robert Schuman - Roger Salengro;OUI;24;17;7;3;4;OUI;OUI;2020-03-29T18:37:05+02:00;48.8126574706,2.19217512757;Chaville;
20113;Piat - Parc de Belleville;OUI;21;18;3;0;3;OUI;OUI;2020-03-29T18:38:13+02:00;48.8719562664,2.38498139028;Paris;
13104;Gare d'Austerlitz - Quai Saint-Bernard;OUI;27;15;12;11;1;OUI;OUI;2020-03-29T18:36:18+02:00;48.8436903086,2.36571639776;Paris;
92004;Université;OUI;20;15;5;1;4;OUI;OUI;2020-03-29T18:34:48+02:00;48.901365,2.212693;Nanterre;
41204;République - Danton;OUI;20;18;2;0;2;OUI;OUI;2020-03-29T18:36:28+02:00;48.8524917218,2.46203452349;Fontenay-sous-Bois;
18033;Belliard - Damrémont;OUI;34;27;7;1;6;OUI;OUI;2020-03-29T18:37:56+02:00;48.8966923878,2.33802345039;Paris;
21310;Kléber - Gouverneur Général Eboué;OUI;24;12;9;7;2;OUI;OUI;2020-03-29T18:33:02+02:00;48.8268858431,2.27234132588;Issy-les-Moulineaux;
20201;Eugène Reisz - Davout;NON;0;0;0;0;0;NON;NON;2019-10-10T11:06:10+02:00;48.8565258226,2.41053133827;Paris;
2001;Greneta - Sebastopol;OUI;30;23;7;6;1;OUI;OUI;2020-03-29T18:34:06+02:00;48.8652423332,2.35166698694;Paris;
33005;République - Henri Barbusse;OUI;32;12;19;12;7;OUI;OUI;2020-03-29T18:30:16+02:00;48.9066155363,2.38943248987;Aubervilliers;
3101;Porte Saint-Martin;OUI;35;25;10;6;4;OUI;OUI;2020-03-29T18:32:10+02:00;48.8686017211,2.3557010293;Paris;
9015;Lamartine - Faubourg Montmartre;OUI;32;12;20;16;4;OUI;OUI;2020-03-29T18:37:33+02:00;48.8766139829,2.33976569027;Paris;
5028;Censier - Jardin des Plantes;OUI;28;10;18;16;2;OUI;OUI;2020-03-29T18:37:10+02:00;48.8410717816,2.35547538847;Paris;
21951;Place Centrale;OUI;22;17;5;0;5;OUI;OUI;2020-03-29T18:29:55+02:00;48.7874016769,2.2278830409;Meudon;
31017;Jean Moulin - Paul Doumer;OUI;20;17;3;0;3;OUI;OUI;2020-03-29T18:28:36+02:00;48.8622179855,2.45533436537;Montreuil;
18114;Véron - Lepic;OUI;23;21;2;0;2;OUI;OUI;2020-03-29T18:33:10+02:00;48.885261234,2.33455985785;Paris;
22009;Charles de Gaulle - Orléans;OUI;26;15;7;6;1;OUI;OUI;2020-03-29T18:33:28+02:00;48.880922251,2.27158159018;Neuilly-sur-Seine;
11031;Jacquard - Ternaux;OUI;39;12;26;16;10;OUI;OUI;2020-03-29T18:38:20+02:00;48.8646605,2.373162;Paris;
21307;Victor Cresson - Telles de la Poterie;OUI;31;1;30;20;10;OUI;OUI;2020-03-29T18:38:13+02:00;48.822698843,2.2686498275;Issy-les-Moulineaux;
16024;Ranelagh - Maison de la Radio;OUI;22;14;8;4;4;OUI;OUI;2020-03-29T18:36:37+02:00;48.8529360317,2.28044964373;Paris;
17039;Place Saint-Ferdinand;OUI;38;27;11;9;2;OUI;OUI;2020-03-29T18:33:53+02:00;48.8781552979,2.28851804786;Paris;
21031;Cimetière communal;OUI;40;31;9;6;3;OUI;OUI;2020-03-29T18:29:08+02:00;48.830764,2.252024;Boulogne-Billancourt;
21204;Estienne d'Orves - Henri Ginoux;OUI;31;18;13;8;5;OUI;OUI;2020-03-29T18:37:38+02:00;48.8153882204,2.32088679076;Montrouge;
15030;Emeriau - Beaugrenelle;OUI;74;43;31;25;6;OUI;OUI;2020-03-29T18:37:26+02:00;48.8479124971,2.28430598974;Paris;
27004;Gare de la Garenne-Colombes;OUI;28;24;4;1;3;OUI;OUI;2020-03-29T18:30:38+02:00;48.909752,2.239145;Colombes;
24003;Place Charles de Gaulle;OUI;28;20;8;7;1;OUI;OUI;2020-03-29T18:31:18+02:00;48.8966431015,2.25257009268;Courbevoie;
18038;Rond-Point de la Chapelle;OUI;50;33;17;11;6;OUI;OUI;2020-03-29T18:37:59+02:00;48.8951266093,2.35997110605;Paris;
12038;Picpus - Louis Braille;OUI;44;28;16;5;11;OUI;OUI;2020-03-29T18:37:09+02:00;48.8399887889,2.40052566855;Paris;
11033;Bréguet - Sabin;OUI;33;3;29;28;1;OUI;OUI;2020-03-29T18:37:09+02:00;48.8569316783,2.37067494621;Paris;
8117;Place de la Madeleine - Royale;OUI;26;16;10;10;0;OUI;OUI;2020-03-29T18:36:25+02:00;48.8692280526,2.32442110777;Paris;
16102;Pergolèse - Marbeau;OUI;27;21;6;4;2;OUI;OUI;2020-03-29T18:34:35+02:00;48.8735687069,2.28151252253;Paris;
18140;Porte de Clignancourt - Ney;OUI;40;31;10;3;7;OUI;OUI;2020-03-29T18:31:53+02:00;48.899641124,2.34432142228;Paris;
13125;Gare d'Austerlitz - Pont Charles de Gaulle;OUI;55;47;8;8;0;OUI;OUI;2020-03-29T18:36:00+02:00;48.8423198301,2.36703000963;Paris;
19046;Porte de Pantin;OUI;33;25;8;5;3;OUI;OUI;2020-03-29T18:38:07+02:00;48.8891997256,2.39501819015;Paris;
4005;Quai des Célestins - Henri IV;OUI;14;4;10;5;5;OUI;OUI;2020-03-29T18:38:02+02:00;48.8512971,2.3624535;Paris;
4017;Place de l'Hôtel de Ville;OUI;14;1;13;10;3;OUI;OUI;2020-03-29T18:32:37+02:00;48.8573314,2.351458;Paris;
16044;Porte de Saint Cloud - Parc des Princes;OUI;32;0;32;14;18;OUI;OUI;2020-03-29T18:37:12+02:00;48.8386627571,2.2525164485;Paris;
3002;Saint-Gilles - Turenne;OUI;18;9;9;6;3;OUI;OUI;2020-03-29T18:37:03+02:00;48.8581589568,2.3647149921;Paris;
9039;Chaussée d'Antin - Haussmann;OUI;28;10;18;10;8;OUI;OUI;2020-03-29T18:38:19+02:00;48.87243,2.33359;Paris;
48007;Parc Départemental des Hautes-Bruyères;OUI;30;27;3;0;3;OUI;OUI;2020-03-29T18:33:23+02:00;48.7934579014,2.35090121627;Villejuif;
2020;Danielle Casanova - Opéra;OUI;20;14;6;4;2;OUI;OUI;2020-03-29T18:34:11+02:00;48.8676432423,2.33338940889;Paris;
20140;Paganini - Davout;OUI;22;15;7;2;5;OUI;OUI;2020-03-29T18:35:36+02:00;48.85135,2.412021;Paris;
21002;Place Denfert-Rochereau;OUI;20;16;4;2;2;OUI;OUI;2020-03-29T18:33:09+02:00;48.8432525363,2.24598795176;Boulogne-Billancourt;
15053;Lecourbe - Convention;OUI;46;7;39;36;3;OUI;OUI;2020-03-29T18:37:12+02:00;48.8392331924,2.29151979089;Paris;
20032;Square des Amandiers;OUI;12;10;3;2;1;OUI;OUI;2020-03-29T18:28:25+02:00;48.8661563067,2.38913241774;Paris;
14035;Maine - Jean Zay;OUI;50;33;17;12;5;OUI;OUI;2020-03-29T18:36:45+02:00;48.8379252639,2.32254289091;Paris;
21023;Ancienne Mairie - André Morizet;OUI;25;19;6;5;1;OUI;OUI;2020-03-29T18:36:50+02:00;48.838311,2.234077;Boulogne-Billancourt;
21021;Enfants du Paradis - Peupliers;OUI;40;39;1;0;1;OUI;OUI;2020-03-29T18:29:11+02:00;48.8331226865,2.25714594126;Boulogne-Billancourt;
6028;Quatre Vents - Carrefour de l'Odéon;OUI;37;21;16;12;4;OUI;OUI;2020-03-29T18:37:11+02:00;48.8517513745,2.33816169513;Paris;
11016;Philippe-Auguste;OUI;48;36;12;10;2;OUI;OUI;2020-03-29T18:35:29+02:00;48.8518534883,2.39329453558;Paris;
5105;Geoffroy-Saint-Hilaire - Saint-Marcel;OUI;17;10;7;5;2;OUI;OUI;2020-03-29T18:36:13+02:00;48.8390782642,2.35687734067;Paris;
